budget,homepage,id,keywords,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,director,spokenlang,prodcountries,prodcomp
160000000,http://www.x-menfirstclassmovie.com/,49538,cia mutant mine marvel comic superhero,en,X-Men: First Class,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.",3.195174,24/05/2011,353624124,132,Released,X-Men: First Class,7.1,5181,Matthew Vaughn,Deutsch,United States of America,"['Ingenious Film Partners', 'Ingenious Media', 'Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Dune Entertainment', 'Dune Entertainment III', 'Marvel Entertainment', 'Bad Hat Harry Productions', 'Big Screen Productions']"
160000000,http://www.x-menfirstclassmovie.com/,49538,cia mutant mine marvel comic superhero,en,X-Men: First Class,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.",3.195174,24/05/2011,353624124,132,Released,X-Men: First Class,7.1,5181,Matthew Vaughn, English,United States of America,"['Ingenious Film Partners', 'Ingenious Media', 'Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Dune Entertainment', 'Dune Entertainment III', 'Marvel Entertainment', 'Bad Hat Harry Productions', 'Big Screen Productions']"
160000000,http://www.x-menfirstclassmovie.com/,49538,cia mutant mine marvel comic superhero,en,X-Men: First Class,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.",3.195174,24/05/2011,353624124,132,Released,X-Men: First Class,7.1,5181,Matthew Vaughn, Español,United States of America,"['Ingenious Film Partners', 'Ingenious Media', 'Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Dune Entertainment', 'Dune Entertainment III', 'Marvel Entertainment', 'Bad Hat Harry Productions', 'Big Screen Productions']"
160000000,http://www.x-menfirstclassmovie.com/,49538,cia mutant mine marvel comic superhero,en,X-Men: First Class,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.",3.195174,24/05/2011,353624124,132,Released,X-Men: First Class,7.1,5181,Matthew Vaughn, Français,United States of America,"['Ingenious Film Partners', 'Ingenious Media', 'Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Dune Entertainment', 'Dune Entertainment III', 'Marvel Entertainment', 'Bad Hat Harry Productions', 'Big Screen Productions']"
160000000,http://www.x-menfirstclassmovie.com/,49538,cia mutant mine marvel comic superhero,en,X-Men: First Class,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.",3.195174,24/05/2011,353624124,132,Released,X-Men: First Class,7.1,5181,Matthew Vaughn, Pусский,United States of America,"['Ingenious Film Partners', 'Ingenious Media', 'Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Dune Entertainment', 'Dune Entertainment III', 'Marvel Entertainment', 'Bad Hat Harry Productions', 'Big Screen Productions']"
120000000,,50620,vampire romance villainess super strength imprinting,en,The Twilight Saga: Breaking Dawn - Part 2,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",99.687084,13/11/2012,829000000,115,Released,The Twilight Saga: Breaking Dawn - Part 2,6.1,2553,Bill Condon,English,United States of America,"['Summit Entertainment', 'Sunswept Entertainment', 'Temple Hill Entertainment']"
125000000,http://www.watchvideoseries.com/movies/fast-five-2011-2/,51497,brazil fbi freedom escape from prison car crash,en,Fast Five,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",7.255718,20/04/2011,626137675,130,Released,Fast Five,7.1,2438,Justin Lin,English,United States of America,"['Universal Pictures', 'Original Film', 'One Race Productions']"
125000000,http://www.watchvideoseries.com/movies/fast-five-2011-2/,51497,brazil fbi freedom escape from prison car crash,en,Fast Five,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",7.255718,20/04/2011,626137675,130,Released,Fast Five,7.1,2438,Justin Lin, Español,United States of America,"['Universal Pictures', 'Original Film', 'One Race Productions']"
125000000,http://www.watchvideoseries.com/movies/fast-five-2011-2/,51497,brazil fbi freedom escape from prison car crash,en,Fast Five,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",7.255718,20/04/2011,626137675,130,Released,Fast Five,7.1,2438,Justin Lin, Português,United States of America,"['Universal Pictures', 'Original Film', 'One Race Productions']"
125000000,http://www.watchvideoseries.com/movies/fast-five-2011-2/,51497,brazil fbi freedom escape from prison car crash,en,Fast Five,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",7.255718,20/04/2011,626137675,130,Released,Fast Five,7.1,2438,Justin Lin, Italiano,United States of America,"['Universal Pictures', 'Original Film', 'One Race Productions']"
110000000,http://www.300themovie.com/,53182,based on graphic novel ancient greece duringcreditsstinger sea battle hand to hand combat,en,300: Rise of an Empire,"Based on Frank Miller's latest graphic novel Xerxes and told in the breathtaking visual style of the blockbuster ""300,"" this new chapter of the epic saga takes the action to a fresh battlefield--on the sea--as Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war. ""300: Rise of an Empire"" pits Themistokles against the massive invading Persian forces led by mortal-turned-god Xerxes and Artemesia, the vengeful commander of the Persian navy.",71.510596,05/03/2014,337580051,102,Released,300: Rise of an Empire,6.1,2397,Noam Murro,English,United States of America,"['Legendary Pictures', 'Hollywood Gang Productions', 'Atmosphere Entertainment MM', 'Warner Bros.', 'Nimar Studios', 'Cruel and Unusual Films']"
190000000,,54138,spacecraft friendship sequel futuristic space,en,Star Trek Into Darkness,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",78.291018,05/05/2013,467365246,132,Released,Star Trek Into Darkness,7.4,4418,J.J. Abrams,English,United States of America,"['Paramount Pictures', 'Skydance Productions', 'Bad Robot', 'Kurtzman/Orci']"
75000000,http://www.munkyourself.com/,55301,sequel chipmunk cruise ship overboard,en,Alvin and the Chipmunks: Chipwrecked,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",23.473004,14/12/2011,342695435,87,Released,Alvin and the Chipmunks: Chipwrecked,5.4,484,Mike Mitchell,English,United States of America,['Fox 2000 Pictures']
32500000,http://www.bridesmaidsmovie.com/,55721,competition jealousy fight materialism bridesmaid,en,Bridesmaids,"Annie’s life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian’s maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love.",17.107065,28/04/2011,288383523,125,Released,Bridesmaids,6.5,1661,Paul Feig,English,United States of America,"['Universal Pictures', 'Relativity Media', 'Apatow Productions']"
145000000,http://www.missionimpossible.com/,56292,fight sequel mission explosion broken arm,en,Mission: Impossible - Ghost Protocol,"In the 4th installment of the Mission Impossible series, Ethan Hunt (Cruise) and his team are racing against time to track down a dangerous terrorist named Hendricks (Nyqvist), who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",77.77477,07/12/2011,694713380,133,Released,Mission: Impossible - Ghost Protocol,6.8,3972,Brad Bird,English,Czech Republic,"['Paramount Pictures', 'Skydance Productions', 'Bad Robot', 'TC Productions', 'Revolution Sun Studios', 'Kontsept Film Company']"
